"PUBLICATION","SCENARIO","CATEGORY","PRODUCT","FLOW","UNIT","REGION","YEAR","VALUE"
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: unabated","Total energy supply","EJ","World",2021,167.345
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: unabated","Total energy supply","EJ","World",2022,170.161
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: unabated","Total energy supply","EJ","World",2030,146.648
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: unabated","Total energy supply","EJ","World",2035,130.239
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: unabated","Total energy supply","EJ","World",2040,118.527
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: unabated","Total energy supply","EJ","World",2050,101.033
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal: unabated","Total energy supply","EJ","World",2022,170.161
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal: unabated","Total energy supply","EJ","World",2030,126.761
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal: unabated","Total energy supply","EJ","World",2035,88.705
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal: unabated","Total energy supply","EJ","World",2040,64.139
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal: unabated","Total energy supply","EJ","World",2050,33.664
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Coal: unabated","Total energy supply","EJ","World",2022,170.161
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Coal: unabated","Total energy supply","EJ","World",2030,93.016
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Coal: unabated","Total energy supply","EJ","World",2035,42.547
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Coal: unabated","Total energy supply","EJ","World",2040,15.763
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Coal: unabated","Total energy supply","EJ","World",2050,2.82
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: with CCUS","Total energy supply","EJ","World",2010,0
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: with CCUS","Total energy supply","EJ","World",2021,0.008
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: with CCUS","Total energy supply","EJ","World",2022,0.016
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: with CCUS","Total energy supply","EJ","World",2030,0.083
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: with CCUS","Total energy supply","EJ","World",2035,0.225
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: with CCUS","Total energy supply","EJ","World",2040,0.355
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: with CCUS","Total energy supply","EJ","World",2050,0.531
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal: with CCUS","Total energy supply","EJ","World",2022,0.016
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal: with CCUS","Total energy supply","EJ","World",2030,0.356
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal: with CCUS","Total energy supply","EJ","World",2035,3.598
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal: with CCUS","Total energy supply","EJ","World",2040,6.46
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal: with CCUS","Total energy supply","EJ","World",2050,11.182
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Coal: with CCUS","Total energy supply","EJ","World",2022,0.016
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Coal: with CCUS","Total energy supply","EJ","World",2030,2.442
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Coal: with CCUS","Total energy supply","EJ","World",2035,7.38
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Coal: with CCUS","Total energy supply","EJ","World",2040,9.626
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Coal: with CCUS","Total energy supply","EJ","World",2050,11.817
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Power sector inputs","EJ","World",2010,199.801
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Power sector inputs","EJ","World",2021,243.741
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Power sector inputs","EJ","World",2022,247.074
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Power sector inputs","EJ","World",2030,263.2
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Power sector inputs","EJ","World",2035,275.296
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Power sector inputs","EJ","World",2040,290.715
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Power sector inputs","EJ","World",2050,320.676
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Power sector inputs","EJ","World",2022,247.074
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Power sector inputs","EJ","World",2030,257.651
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Power sector inputs","EJ","World",2035,272.87
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Power sector inputs","EJ","World",2040,306.018
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Power sector inputs","EJ","World",2050,366.206
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total","Power sector inputs","EJ","World",2022,247.074
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total","Power sector inputs","EJ","World",2030,256.084
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total","Power sector inputs","EJ","World",2035,276.551
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total","Power sector inputs","EJ","World",2040,318.577
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total","Power sector inputs","EJ","World",2050,392.759
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Power sector inputs","EJ","World",2010,20.093
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Power sector inputs","EJ","World",2021,38.619
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Power sector inputs","EJ","World",2022,41.339
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Power sector inputs","EJ","World",2030,76.612
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Power sector inputs","EJ","World",2035,102.331
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Power sector inputs","EJ","World",2040,126.294
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Renewables","Power sector inputs","EJ","World",2050,166.287
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Power sector inputs","EJ","World",2022,41.339
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Power sector inputs","EJ","World",2030,88.266
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Power sector inputs","EJ","World",2035,130.462
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Power sector inputs","EJ","World",2040,173.871
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Renewables","Power sector inputs","EJ","World",2050,248.467
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Renewables","Power sector inputs","EJ","World",2022,41.339
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Renewables","Power sector inputs","EJ","World",2030,103.45
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Renewables","Power sector inputs","EJ","World",2035,167.369
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Renewables","Power sector inputs","EJ","World",2040,227.751
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Renewables","Power sector inputs","EJ","World",2050,305.678
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Power sector inputs","EJ","World",2010,0.115
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Power sector inputs","EJ","World",2021,3.682
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Power sector inputs","EJ","World",2022,4.648
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Power sector inputs","EJ","World",2030,19.457
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Power sector inputs","EJ","World",2035,31.166
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Power sector inputs","EJ","World",2040,43.06
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Solar PV","Power sector inputs","EJ","World",2050,61.991
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Power sector inputs","EJ","World",2022,4.648
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Power sector inputs","EJ","World",2030,23.004
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Power sector inputs","EJ","World",2035,40.465
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Power sector inputs","EJ","World",2040,58.667
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Solar PV","Power sector inputs","EJ","World",2050,87.469
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Solar PV","Power sector inputs","EJ","World",2022,4.648
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Solar PV","Power sector inputs","EJ","World",2030,29.437
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Solar PV","Power sector inputs","EJ","World",2035,55.579
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Solar PV","Power sector inputs","EJ","World",2040,80.069
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Solar PV","Power sector inputs","EJ","World",2050,112.454
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Power sector inputs","EJ","World",2010,1.232
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Power sector inputs","EJ","World",2021,6.713
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Power sector inputs","EJ","World",2022,7.648
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Power sector inputs","EJ","World",2030,18.823
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Power sector inputs","EJ","World",2035,27.007
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Power sector inputs","EJ","World",2040,33.39
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Wind","Power sector inputs","EJ","World",2050,42.485
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Power sector inputs","EJ","World",2022,7.648
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Power sector inputs","EJ","World",2030,22.35
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Power sector inputs","EJ","World",2035,34.285
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Power sector inputs","EJ","World",2040,45.724
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Wind","Power sector inputs","EJ","World",2050,66.356
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Wind","Power sector inputs","EJ","World",2022,7.648
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Wind","Power sector inputs","EJ","World",2030,25.454
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Wind","Power sector inputs","EJ","World",2035,42.924
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Wind","Power sector inputs","EJ","World",2040,60.574
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Wind","Power sector inputs","EJ","World",2050,84.39
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Hydro","Power sector inputs","EJ","World",2010,12.41
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Hydro","Power sector inputs","EJ","World",2021,15.457
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Hydro","Power sector inputs","EJ","World",2022,15.74
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Hydro","Power sector inputs","EJ","World",2030,17.908
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Hydro","Power sector inputs","EJ","World",2035,19.03
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Hydro","Power sector inputs","EJ","World",2040,19.969
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Hydro","Power sector inputs","EJ","World",2050,22.84
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Hydro","Power sector inputs","EJ","World",2022,15.74
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Hydro","Power sector inputs","EJ","World",2030,18.233
